mobility_pair,origin,region_origin,income_origin,destination,region_destination,income_destination,r_mobi,r_coll,r_coll_mobi,MRot_c,r_no_coll,r_no_coll_mobi,MRot_nc,CMR_ot,MRot_all,,
CN-US,CN,East Asia & Pacific,Upper middle,US,North America,High,58391,355404,29971,0.084329383,1664123,28420,0.017078065,4.937877046,0.028913206,,
US-CA,US,North America,High,CA,North America,High,28441,212498,9507,0.044739245,2403179,18934,0.007878731,5.678483844,0.010873284,,
CA-US,CA,North America,High,US,North America,High,27475,96330,11898,0.123512924,235656,15577,0.066100587,1.868560165,0.082759514,,
DE-US,DE,Europe & Central Asia,High,US,North America,High,27050,134998,11972,0.088682795,482927,15078,0.03122211,2.84038442,0.043775539,,
JP-US,JP,East Asia & Pacific,High,US,North America,High,26672,95822,9963,0.103974035,835539,16709,0.01999787,5.199255574,0.02863766,,
US-UK,US,North America,High,UK,Europe & Central Asia,High,26120,220176,8287,0.037638071,2395501,17833,0.007444372,5.055909695,0.009985942,,
UK-US,UK,Europe & Central Asia,High,US,North America,High,25577,127731,10523,0.082384073,492342,15054,0.030576307,2.69437619,0.041248369,,
US-CN,US,North America,High,CN,East Asia & Pacific,Upper middle,23512,185117,10992,0.059378663,2430560,12520,0.005151076,11.52742841,0.008988877,,
US-DE,US,North America,High,DE,Europe & Central Asia,High,20546,182296,6972,0.038245491,2433381,13574,0.005578247,6.856184674,0.007854945,,
IN-US,IN,South Asia,Lower middle,US,North America,High,18644,45276,4450,0.098286068,392148,14194,0.036195518,2.715420943,0.042622261,,
FR-US,FR,Europe & Central Asia,High,US,North America,High,16717,69820,6073,0.086980808,306688,10644,0.034706281,2.506197856,0.044400119,,
KR-US,KR,East Asia & Pacific,High,US,North America,High,15860,64414,7388,0.114695563,244428,8472,0.034660514,3.309113207,0.051353119,,
IT-US,IT,Europe & Central Asia,High,US,North America,High,15660,76775,7451,0.097049821,239048,8209,0.034340384,2.826113484,0.049584736,,
BR-US,BR,Latin America & Caribbean,Upper middle,US,North America,High,12161,63197,5463,0.086443977,343490,6698,0.01949984,4.433060851,0.029902603,,
US-KR,US,North America,High,KR,East Asia & Pacific,High,11728,76595,3511,0.045838501,2539082,8217,0.003236209,14.16425865,0.004483734,,
US-JP,US,North America,High,JP,East Asia & Pacific,High,11661,115809,3916,0.033814298,2499868,7745,0.003098164,10.91430351,0.004458119,,
DE-UK,DE,Europe & Central Asia,High,UK,Europe & Central Asia,High,11484,86244,4077,0.047272854,531681,7407,0.013931286,3.393287183,0.01858478,,
US-AU,US,North America,High,AU,East Asia & Pacific,High,10922,106456,3233,0.030369354,2509221,7689,0.003064298,9.910706464,0.004175592,,
US-FR,US,North America,High,FR,Europe & Central Asia,High,10796,115797,3204,0.027669111,2499880,7592,0.003036946,9.11083459,0.004127421,,
ES-US,ES,Europe & Central Asia,High,US,North America,High,10672,54518,4439,0.081422649,294173,6233,0.021188212,3.842827698,0.030605895,,
DE-CH,DE,Europe & Central Asia,High,CH,Europe & Central Asia,High,10289,65867,3073,0.046654622,552058,7216,0.01307109,3.569298423,0.016650888,,
IT-UK,IT,Europe & Central Asia,High,UK,Europe & Central Asia,High,9385,57166,3529,0.061732498,258657,5856,0.022640021,2.726697886,0.029716012,,
AU-US,AU,East Asia & Pacific,High,US,North America,High,9310,49785,3999,0.080325399,173305,5311,0.030645394,2.621124706,0.041732036,,
CN-UK,CN,East Asia & Pacific,Upper middle,UK,Europe & Central Asia,High,8428,95746,3423,0.035750841,1923781,5005,0.002601647,13.74161602,0.004173254,,
NL-US,NL,Europe & Central Asia,High,US,North America,High,8324,42977,3843,0.089419922,128642,4481,0.034833103,2.567096104,0.048502788,,
FR-UK,FR,Europe & Central Asia,High,UK,Europe & Central Asia,High,8310,49440,2486,0.050283172,327068,5824,0.017806695,2.823835224,0.022071244,,
UK-DE,UK,Europe & Central Asia,High,DE,Europe & Central Asia,High,8299,71558,2864,0.040023477,548515,5435,0.009908571,4.039278333,0.013383908,,
US-CH,US,North America,High,CH,Europe & Central Asia,High,8285,79763,2254,0.028258716,2535914,6031,0.002378235,11.88222097,0.00316744,,
US-IT,US,North America,High,IT,Europe & Central Asia,High,8090,100381,3048,0.030364312,2515296,5042,0.002004535,15.14780493,0.00309289,,
IL-US,IL,Middle East & North Africa,High,US,North America,High,7942,22504,3770,0.167525773,44137,4172,0.094523869,1.772311853,0.119175883,,
UK-AU,UK,Europe & Central Asia,High,AU,East Asia & Pacific,High,7885,51767,2242,0.043309444,568306,5643,0.00992951,4.361690062,0.012716245,,
CN-AU,CN,East Asia & Pacific,Upper middle,AU,East Asia & Pacific,High,7731,84761,3341,0.039416713,1934766,4390,0.002269008,17.37178039,0.003828124,,
US-NL,US,North America,High,NL,Europe & Central Asia,High,7591,88517,2413,0.0272603,2527160,5178,0.00204894,13.30458487,0.002902117,,
CH-US,CH,Europe & Central Asia,High,US,North America,High,7408,30598,3075,0.100496764,80822,4333,0.05361164,1.874532541,0.066487166,,
CN-CA,CN,East Asia & Pacific,Upper middle,CA,North America,High,7260,65617,2817,0.042930948,1953910,4443,0.002273902,18.87985779,0.003594901,,
US-IN,US,North America,High,IN,South Asia,Lower middle,7227,44836,1276,0.028459274,2570841,5951,0.002314807,12.29444932,0.002762956,,
CN-DE,CN,East Asia & Pacific,Upper middle,DE,Europe & Central Asia,High,7224,55475,2295,0.041369986,1964052,4929,0.002509608,16.48464287,0.003577075,,
ES-UK,ES,Europe & Central Asia,High,UK,Europe & Central Asia,High,7202,45129,2595,0.057501828,303562,4607,0.015176471,3.788879952,0.02065439,,
CN-JP,CN,East Asia & Pacific,Upper middle,JP,East Asia & Pacific,High,6930,61757,2657,0.043023463,1957770,4273,0.002182585,19.71215657,0.003431497,,
AU-UK,AU,East Asia & Pacific,High,UK,Europe & Central Asia,High,6706,37777,2183,0.057786484,185313,4523,0.024407354,2.367584939,0.030059617,,
TW-US,TW,East Asia & Pacific,High,US,North America,High,6199,28160,2491,0.088458807,134185,3708,0.027633491,3.20114482,0.038184114,,
FR-DE,FR,Europe & Central Asia,High,DE,Europe & Central Asia,High,6112,48253,1954,0.040494892,328255,4158,0.012666981,3.196885669,0.016233387,,
IT-FR,IT,Europe & Central Asia,High,FR,Europe & Central Asia,High,6090,42406,2224,0.052445409,273417,3866,0.014139574,3.709122168,0.019282953,,
TR-US,TR,Europe & Central Asia,Upper middle,US,North America,High,6081,17658,1850,0.104768377,115404,4231,0.036662507,2.857643529,0.045700501,,
IR-US,IR,Middle East & North Africa,Lower middle,US,North America,High,6045,21585,1402,0.064952513,133647,4643,0.034740772,1.869633545,0.038941713,,
JP-CN,JP,East Asia & Pacific,High,CN,East Asia & Pacific,Upper middle,5927,37453,2095,0.055936774,893908,3832,0.004286795,13.0486247,0.006363805,,
US-ES,US,North America,High,ES,Europe & Central Asia,High,5864,75984,1827,0.024044536,2539693,4037,0.001589562,15.12651449,0.002241867,,
FR-CA,FR,Europe & Central Asia,High,CA,North America,High,5813,29120,1317,0.045226648,347388,4496,0.012942301,3.494482855,0.015439247,,
UK-CA,UK,Europe & Central Asia,High,CA,North America,High,5750,40138,1543,0.038442374,579935,4207,0.007254261,5.299281687,0.009273102,,
IT-DE,IT,Europe & Central Asia,High,DE,Europe & Central Asia,High,5694,45717,2176,0.047597174,270106,3518,0.013024516,3.654429295,0.018029086,,
DE-FR,DE,Europe & Central Asia,High,FR,Europe & Central Asia,High,5662,60153,1985,0.032999185,557772,3677,0.006592299,5.005717064,0.009162924,,
NL-UK,NL,Europe & Central Asia,High,UK,Europe & Central Asia,High,5632,38413,2356,0.061333403,133206,3276,0.024593487,2.493888049,0.032816879,,
CN-SG,CN,East Asia & Pacific,Upper middle,SG,East Asia & Pacific,High,5348,38700,1730,0.044702842,1980827,3618,0.00182651,24.47446024,0.002648145,,
FR-CH,FR,Europe & Central Asia,High,CH,Europe & Central Asia,High,5322,31176,1225,0.039293046,345332,4097,0.011863945,3.311971232,0.014135158,,
UK-FR,UK,Europe & Central Asia,High,FR,Europe & Central Asia,High,5281,50934,1686,0.033101661,569139,3595,0.006316559,5.240457921,0.008516739,,
DE-NL,DE,Europe & Central Asia,High,NL,Europe & Central Asia,High,5241,52848,1855,0.035100666,565077,3386,0.005992104,5.857820164,0.008481612,,
DE-AT,DE,Europe & Central Asia,High,AT,Europe & Central Asia,High,5182,45541,1703,0.037394875,572384,3479,0.006078087,6.152408193,0.008386131,,
US-TW,US,North America,High,TW,East Asia & Pacific,High,5091,35759,1127,0.031516541,2579918,3964,0.001536483,20.51213223,0.001946341,,
SE-US,SE,Europe & Central Asia,High,US,North America,High,5078,25220,2403,0.095281523,77355,2675,0.034580829,2.755327918,0.04950524,,
CH-DE,CH,Europe & Central Asia,High,DE,Europe & Central Asia,High,5057,30346,2163,0.071277928,81074,2894,0.035695784,1.996816422,0.045386825,,
US-SE,US,North America,High,SE,Europe & Central Asia,High,5004,59742,1637,0.027401158,2555935,3367,0.001317326,20.80058793,0.00191308,,
CA-UK,CA,North America,High,UK,Europe & Central Asia,High,4982,32169,1433,0.044545991,299817,3549,0.011837221,3.76321373,0.015006657,,
US-BR,US,North America,High,BR,Latin America & Caribbean,Upper middle,4732,51856,1364,0.02630361,2563821,3368,0.001313664,20.02308423,0.001809092,,
US-IL,US,North America,High,IL,Middle East & North Africa,High,4705,49740,1422,0.028588661,2565937,3283,0.001279455,22.34441156,0.001798769,,
NL-DE,NL,Europe & Central Asia,High,DE,Europe & Central Asia,High,4616,35796,1907,0.053274109,135823,2709,0.019945076,2.671040711,0.026896789,,
RU-US,RU,Europe & Central Asia,Upper middle,US,North America,High,4509,26463,1729,0.065336508,241048,2780,0.011532973,5.665192258,0.016855382,,
UK-CN,UK,Europe & Central Asia,High,CN,East Asia & Pacific,Upper middle,4477,32363,1824,0.056360659,587710,2653,0.004514131,12.48538363,0.007220118,,
UK-NL,UK,Europe & Central Asia,High,NL,Europe & Central Asia,High,4358,47233,1463,0.030974107,572840,2895,0.005053767,6.128914509,0.007028205,,
ES-FR,ES,Europe & Central Asia,High,FR,Europe & Central Asia,High,4277,32909,1617,0.049135495,315782,2660,0.008423533,5.833122118,0.012265874,,
ES-DE,ES,Europe & Central Asia,High,DE,Europe & Central Asia,High,4000,34000,1432,0.042117647,314691,2568,0.008160386,5.16123227,0.011471475,,
US-TR,US,North America,High,TR,Europe & Central Asia,Upper middle,3975,23424,708,0.03022541,2592253,3267,0.001260294,23.98283114,0.001519683,,
UK-IT,UK,Europe & Central Asia,High,IT,Europe & Central Asia,High,3919,46406,1465,0.031569194,573667,2454,0.004277743,7.379871478,0.006320224,,
AT-DE,AT,Europe & Central Asia,High,DE,Europe & Central Asia,High,3906,22306,1906,0.085447862,43833,2000,0.045627723,1.872718058,0.05905744,,
IT-CH,IT,Europe & Central Asia,High,CH,Europe & Central Asia,High,3902,27613,1260,0.045630681,288210,2642,0.009166927,4.977751184,0.012355022,,
MX-US,MX,Latin America & Caribbean,Upper middle,US,North America,High,3710,18848,1675,0.088868846,63178,2035,0.03221058,2.758995539,0.045229561,,
IR-CA,IR,Middle East & North Africa,Lower middle,CA,North America,High,3647,11553,657,0.056868346,143679,2990,0.020810278,2.732704705,0.023493867,,
BE-US,BE,Europe & Central Asia,High,US,North America,High,3640,19188,1579,0.082291015,64519,2061,0.031944078,2.576096075,0.043485013,,
FR-BE,FR,Europe & Central Asia,High,BE,Europe & Central Asia,High,3567,29316,977,0.033326511,347192,2590,0.007459849,4.467450984,0.009473902,,
UK-CH,UK,Europe & Central Asia,High,CH,Europe & Central Asia,High,3562,32295,970,0.030035609,587778,2592,0.004409828,6.81106108,0.005744485,,
DE-CA,DE,Europe & Central Asia,High,CA,North America,High,3554,31136,990,0.031795992,586789,2564,0.004369543,7.276730975,0.005751507,,
JP-UK,JP,East Asia & Pacific,High,UK,Europe & Central Asia,High,3498,27611,1143,0.041396545,903750,2355,0.002605809,15.88625368,0.003755794,,
US-BE,US,North America,High,BE,Europe & Central Asia,High,3420,44680,1035,0.023164727,2570997,2385,0.000927656,24.97125513,0.001307501,,
US-TH,US,North America,High,TH,East Asia & Pacific,Upper middle,3382,16145,455,0.0281821,2599532,2927,0.001125972,25.02913224,0.001292973,,
IN-UK,IN,South Asia,Lower middle,UK,Europe & Central Asia,High,3367,18343,670,0.036526195,419081,2697,0.00643551,5.675726527,0.007697337,,
RU-DE,RU,Europe & Central Asia,Upper middle,DE,Europe & Central Asia,High,3341,25282,1601,0.063325686,242229,1740,0.007183285,8.815699803,0.012489206,,
UK-ES,UK,Europe & Central Asia,High,ES,Europe & Central Asia,High,3283,39335,1064,0.027049701,580738,2219,0.003821,7.07922011,0.005294538,,
FR-IT,FR,Europe & Central Asia,High,IT,Europe & Central Asia,High,3282,37396,1178,0.031500695,339112,2104,0.00620444,5.077121564,0.008716946,,
DE-IT,DE,Europe & Central Asia,High,IT,Europe & Central Asia,High,3267,48483,1275,0.026297878,569442,1992,0.003498161,7.517628524,0.005287049,,
US-SG,US,North America,High,SG,East Asia & Pacific,High,3251,27168,595,0.021900766,2588509,2656,0.001026073,21.34425033,0.00124289,,
IT-ES,IT,Europe & Central Asia,High,ES,Europe & Central Asia,High,3248,35983,1209,0.0335992,279840,2039,0.007286306,4.61128005,0.010284241,,
GR-UK,GR,Europe & Central Asia,High,UK,Europe & Central Asia,High,3238,12116,967,0.079811819,51860,2271,0.043790976,1.822563161,0.05061273,,
IN-DE,IN,South Asia,Lower middle,DE,Europe & Central Asia,High,3106,12948,636,0.049119555,424476,2470,0.005818939,8.441324813,0.007100662,,
CH-UK,CH,Europe & Central Asia,High,UK,Europe & Central Asia,High,3099,19753,1128,0.05710525,91667,1971,0.02150174,2.655843195,0.027813678,,
JP-DE,JP,East Asia & Pacific,High,DE,Europe & Central Asia,High,3085,26110,965,0.03695902,905251,2120,0.002341892,15.78169311,0.003312357,,
CA-FR,CA,North America,High,FR,Europe & Central Asia,High,3063,20885,930,0.044529567,311101,2133,0.006856294,6.494698885,0.009226293,,
DK-US,DK,Europe & Central Asia,High,US,North America,High,3060,16712,1605,0.096038775,45214,1455,0.032180298,2.984396668,0.049413816,,
AT-US,AT,Europe & Central Asia,High,US,North America,High,3037,14416,1301,0.090246948,51723,1736,0.033563405,2.688849587,0.045918444,,
CN-FR,CN,East Asia & Pacific,Upper middle,FR,Europe & Central Asia,High,3019,29330,1087,0.03706103,1990197,1932,0.000970758,38.17740686,0.001494904,,
DE-SE,DE,Europe & Central Asia,High,SE,Europe & Central Asia,High,2992,32141,938,0.029183908,585784,2054,0.003506412,8.323011977,0.004842012,,
BR-UK,BR,Latin America & Caribbean,Upper middle,UK,Europe & Central Asia,High,2989,24203,1093,0.045159691,382484,1896,0.00495707,9.110157823,0.007349633,,
DE-AU,DE,Europe & Central Asia,High,AU,East Asia & Pacific,High,2885,27334,832,0.030438282,590591,2053,0.003476179,8.756247151,0.004668851,,
US-DK,US,North America,High,DK,Europe & Central Asia,High,2861,40812,916,0.022444379,2574865,1945,0.000755379,29.71272298,0.001093789,,
SG-US,SG,East Asia & Pacific,High,US,North America,High,2859,13023,1155,0.088689242,40658,1704,0.041910571,2.116154463,0.053259067,,
PL-US,PL,Europe & Central Asia,High,US,North America,High,2845,15826,1165,0.073613042,95763,1680,0.01754331,4.196074836,0.025495345,,
NL-BE,NL,Europe & Central Asia,High,BE,Europe & Central Asia,High,2751,22515,1060,0.047079725,149104,1691,0.011341077,4.151256807,0.016029694,,
EG-SA,EG,Middle East & North Africa,Lower middle,SA,Middle East & North Africa,High,2742,9617,761,0.079130706,59356,1981,0.03337489,2.370965264,0.039754687,,
DE-CN,DE,Europe & Central Asia,High,CN,East Asia & Pacific,Upper middle,2738,29287,991,0.033837539,588638,1747,0.002967868,11.40129433,0.004430958,,
UK-IE,UK,Europe & Central Asia,High,IE,Europe & Central Asia,High,2725,22488,680,0.030238349,597585,2045,0.003422107,8.836177991,0.004394644,,
GR-US,GR,Europe & Central Asia,High,US,North America,High,2712,10979,1032,0.093997632,52997,1680,0.031699908,2.965233628,0.042390897,,
FR-ES,FR,Europe & Central Asia,High,ES,Europe & Central Asia,High,2672,30703,889,0.028954825,345805,1783,0.005156085,5.61566088,0.007096795,,
CA-AU,CA,North America,High,AU,East Asia & Pacific,High,2666,18620,725,0.038936627,313366,1941,0.006194035,6.286148967,0.008030459,,
UK-SE,UK,Europe & Central Asia,High,SE,Europe & Central Asia,High,2657,31225,835,0.026741393,588848,1822,0.003094177,8.642489491,0.004284979,,
IN-KR,IN,South Asia,Lower middle,KR,East Asia & Pacific,High,2648,10071,586,0.058186873,427353,2062,0.004825051,12.05932824,0.006053623,,
BR-FR,BR,Latin America & Caribbean,Upper middle,FR,Europe & Central Asia,High,2643,17022,923,0.054223945,389665,1720,0.004414048,12.28440332,0.006498855,,
CA-CN,CA,North America,High,CN,East Asia & Pacific,Upper middle,2640,19069,1180,0.061880539,312917,1460,0.004665774,13.2626525,0.007952143,,
US-AT,US,North America,High,AT,Europe & Central Asia,High,2623,31872,706,0.022151104,2583805,1917,0.000741929,29.85609512,0.0010028,,
IT-NL,IT,Europe & Central Asia,High,NL,Europe & Central Asia,High,2620,24624,854,0.034681611,291199,1766,0.006064581,5.718714931,0.008295786,,
AU-CN,AU,East Asia & Pacific,High,CN,East Asia & Pacific,Upper middle,2618,20129,1283,0.063738884,202961,1335,0.006577618,9.690267922,0.011735174,,
ES-IT,ES,Europe & Central Asia,High,IT,Europe & Central Asia,High,2601,33757,1113,0.032970939,314934,1488,0.004724799,6.978272726,0.007459326,,
IE-UK,IE,Europe & Central Asia,High,UK,Europe & Central Asia,High,2552,12110,1017,0.083980182,29080,1535,0.05278542,1.590973083,0.061956786,,
US-MX,US,North America,High,MX,Latin America & Caribbean,Upper middle,2550,26637,649,0.024364606,2589040,1901,0.000734249,33.18302922,0.000974891,,
BE-FR,BE,Europe & Central Asia,High,FR,Europe & Central Asia,High,2538,17570,1093,0.06220831,66137,1445,0.021848587,2.847246348,0.030320045,,
US-SA,US,North America,High,SA,Middle East & North Africa,High,2503,17380,372,0.021403913,2598297,2131,0.000820153,26.09747618,0.000956922,,
JP-CA,JP,East Asia & Pacific,High,CA,North America,High,2478,15882,639,0.040234227,915479,1839,0.002008784,20.029141,0.002660622,,
SG-CN,SG,East Asia & Pacific,High,CN,East Asia & Pacific,Upper middle,2476,12004,1330,0.110796401,41677,1146,0.027497181,4.029373135,0.046124327,,
BE-NL,BE,Europe & Central Asia,High,NL,Europe & Central Asia,High,2465,17164,1135,0.066126777,66543,1330,0.019987076,3.308476782,0.029447955,,
SE-UK,SE,Europe & Central Asia,High,UK,Europe & Central Asia,High,2464,19156,1075,0.056118188,83419,1389,0.016650883,3.370282998,0.024021448,,
CA-DE,CA,North America,High,DE,Europe & Central Asia,High,2435,20726,720,0.034738975,311260,1715,0.005509863,6.304870799,0.007334647,,
AU-CA,AU,East Asia & Pacific,High,CA,North America,High,2404,17589,717,0.040764114,205501,1687,0.008209206,4.965658671,0.01077592,,
CH-FR,CH,Europe & Central Asia,High,FR,Europe & Central Asia,High,2401,17559,917,0.052223931,93861,1484,0.015810614,3.303093237,0.021549094,,
DE-ES,DE,Europe & Central Asia,High,ES,Europe & Central Asia,High,2343,37214,766,0.020583651,580711,1577,0.002715637,7.579678337,0.003791722,,
AR-US,AR,Latin America & Caribbean,Upper middle,US,North America,High,2342,10233,947,0.092543731,36574,1395,0.038141849,2.426304244,0.050035251,,
BR-CA,BR,Latin America & Caribbean,Upper middle,CA,North America,High,2340,16723,771,0.046104168,389964,1569,0.004023448,11.45886918,0.005753811,,
FR-NL,FR,Europe & Central Asia,High,NL,Europe & Central Asia,High,2331,22811,600,0.026303099,353697,1731,0.004894019,5.374539192,0.006191104,,
DE-JP,DE,Europe & Central Asia,High,JP,East Asia & Pacific,High,2291,28265,701,0.024800991,589660,1590,0.002696469,9.197579957,0.00370757,,
JP-KR,JP,East Asia & Pacific,High,KR,East Asia & Pacific,High,2290,19864,655,0.032974225,911497,1635,0.001793752,18.38281769,0.002458767,,
BR-DE,BR,Latin America & Caribbean,Upper middle,DE,Europe & Central Asia,High,2282,16420,730,0.044457978,390267,1552,0.003976765,11.1794341,0.005611195,,
CN-NL,CN,East Asia & Pacific,Upper middle,NL,Europe & Central Asia,High,2280,19301,648,0.03357339,2000226,1632,0.000815908,41.14850953,0.001128977,,42
FI-US,FI,Europe & Central Asia,High,US,North America,High,2249,12645,1095,0.086595492,41856,1154,0.027570719,3.140850022,0.041265298,,
JP-FR,JP,East Asia & Pacific,High,FR,Europe & Central Asia,High,2193,18231,600,0.032910976,913130,1593,0.001744549,18.86503411,0.002354619,,
IN-CA,IN,South Asia,Lower middle,CA,North America,High,2148,8209,291,0.035448898,429215,1857,0.004326503,8.19342949,0.004910567,,
KR-JP,KR,East Asia & Pacific,High,JP,East Asia & Pacific,High,2145,20447,832,0.040690566,288395,1313,0.004552784,8.937513891,0.006945299,,
UK-GR,UK,Europe & Central Asia,High,GR,Europe & Central Asia,High,2138,13160,524,0.039817629,606913,1614,0.00265936,14.97263741,0.003447981,,
UK-JP,UK,Europe & Central Asia,High,JP,East Asia & Pacific,High,2116,23647,625,0.026430414,596426,1491,0.002499891,10.57262649,0.003412501,,
TH-US,TH,East Asia & Pacific,Upper middle,US,North America,High,2104,8004,840,0.104947526,33618,1264,0.037598905,2.791238874,0.05055019,,
BE-UK,BE,Europe & Central Asia,High,UK,Europe & Central Asia,High,2081,16920,830,0.049054374,66787,1251,0.01873119,2.618860467,0.024860525,,
US-NZ,US,North America,High,NZ,East Asia & Pacific,High,2071,22305,421,0.018874692,2593372,1650,0.000636237,29.66611949,0.000791764,,
AU-DE,AU,East Asia & Pacific,High,DE,Europe & Central Asia,High,2058,17578,687,0.039082945,205512,1371,0.006671143,5.858507738,0.009224976,,
NZ-AU,NZ,East Asia & Pacific,High,AU,East Asia & Pacific,High,2006,8571,621,0.072453623,28394,1385,0.048777911,1.485377735,0.05426755,,
IE-US,IE,Europe & Central Asia,High,US,North America,High,2005,8397,726,0.08645945,32793,1279,0.039002226,2.216782437,0.048676863,,
KR-CN,KR,East Asia & Pacific,High,CN,East Asia & Pacific,Upper middle,1995,17967,765,0.04257806,290875,1230,0.004228621,10.06901881,0.006459614,,
DE-BE,DE,Europe & Central Asia,High,BE,Europe & Central Asia,High,1993,26891,627,0.023316351,591034,1366,0.002311204,10.0884014,0.003225311,,
US-EG,US,North America,High,EG,Middle East & North Africa,Lower middle,1991,14485,429,0.029616845,2601192,1562,0.000600494,49.32080686,0.00076118,,
US-RU,US,North America,High,RU,Europe & Central Asia,Upper middle,1953,28850,653,0.022634315,2586827,1300,0.000502546,45.03927559,0.000746652,,
US-GR,US,North America,High,GR,Europe & Central Asia,High,1932,17241,528,0.030624674,2598436,1404,0.000540325,56.67824412,0.000738623,,
CN-SE,CN,East Asia & Pacific,Upper middle,SE,Europe & Central Asia,High,1929,20260,684,0.033761106,1999267,1245,0.000622728,54.21483081,0.000955174,,
DE-DK,DE,Europe & Central Asia,High,DK,Europe & Central Asia,High,1910,22726,553,0.024333363,595199,1357,0.00227991,10.67294998,0.00309099,,
