mobility_pair,origin,region_origin,income_origin,destination,region_destination,income_destination,r_origin,r_mobi_origin,r_coll_origin,r_mobi,r_coll,r_coll_mobi,MRot_c,r_no_coll,r_no_coll_mobi,MRot_nc,CMR_ot,MRot_all,prop_mobi,prop_coll
PT-NO,PT,Europe & Central Asia,High,NO,Europe & Central Asia,High,63722,9785,34955,116,1795,24,0.013370474,61927,92,0.00148562,8.999927334,0.001820407,0.01185488,0.051351738
AT-RU,AT,Europe & Central Asia,High,RU,Europe & Central Asia,Upper middle,66139,14393,41426,116,1741,27,0.015508329,64398,89,0.00138203,11.22140833,0.001753882,0.008059473,0.042026746
KR-ES,KR,East Asia & Pacific,High,ES,Europe & Central Asia,High,308842,28777,104711,116,2244,34,0.015151515,306598,82,0.000267451,56.65151515,0.000375597,0.004030997,0.021430413
SA-FR,SA,Middle East & North Africa,High,FR,Europe & Central Asia,High,30776,5123,18245,115,1390,32,0.023021583,29386,83,0.002824474,8.150749762,0.003736678,0.022447785,0.076185256
US-OM,US,North America,High,OM,Middle East & North Africa,High,2615677,243148,926952,115,865,16,0.01849711,2614812,99,0.0000379,488.5501489,4.40E-05,0.000472963,0.000933166
KR-DK,KR,East Asia & Pacific,High,DK,Europe & Central Asia,High,308842,28777,104711,115,1282,23,0.017940718,307560,92,0.000299129,59.97659906,0.000372359,0.003996247,0.012243222
ID-BD,ID,East Asia & Pacific,Lower middle,BD,South Asia,Lower middle,80913,3695,15274,115,267,2,0.007490637,80646,113,0.001401185,5.345928209,0.00142128,0.031123139,0.017480686
CM-US,CM,Sub-Saharan Africa,Lower middle,US,North America,High,5448,1056,3920,115,890,65,0.073033708,4558,50,0.010969724,6.657752809,0.021108664,0.108901515,0.227040816
JP-HU,JP,East Asia & Pacific,High,HU,Europe & Central Asia,High,931361,62618,201783,115,2323,34,0.014636246,929038,81,0.0000872,167.8719621,0.000123475,0.001836533,0.011512367
HU-ES,HU,Europe & Central Asia,High,ES,Europe & Central Asia,High,30883,6175,18020,115,1972,41,0.020791075,28911,74,0.002559579,8.122848254,0.003723732,0.018623482,0.109433962
CN-NG,CN,East Asia & Pacific,Upper middle,NG,Sub-Saharan Africa,Lower middle,2019527,123439,635973,114,1639,26,0.015863331,2017888,88,0.0000436,363.7548394,5.64E-05,0.000923533,0.002577153
US-JM,US,North America,High,JM,Latin America & Caribbean,Upper middle,2615677,243148,926952,114,1220,26,0.021311475,2614457,88,0.0000337,633.1583644,4.36E-05,0.00046885,0.001316142
CH-TR,CH,Europe & Central Asia,High,TR,Europe & Central Asia,Upper middle,111420,26940,72388,114,1238,25,0.020193861,110182,89,0.000807754,25,0.001023156,0.004231626,0.017102282
VN-DE,VN,East Asia & Pacific,Lower middle,DE,Europe & Central Asia,High,14483,2460,10103,114,946,36,0.038054968,13537,78,0.005761986,6.604488535,0.007871297,0.046341463,0.093635554
JO-UK,JO,Middle East & North Africa,Upper middle,UK,Europe & Central Asia,High,6850,1529,3577,113,745,31,0.041610738,6105,82,0.013431613,3.097970208,0.01649635,0.073904513,0.208275091
KR-PH,KR,East Asia & Pacific,High,PH,East Asia & Pacific,Lower middle,308842,28777,104711,113,936,17,0.018162393,307906,96,0.000311783,58.25322739,0.000365883,0.003926747,0.008938889
AR-SE,AR,Latin America & Caribbean,Upper middle,SE,Europe & Central Asia,High,46807,7366,24052,113,933,32,0.034297964,45874,81,0.001765706,19.42450346,0.002414169,0.015340755,0.038790953
TR-FI,TR,Europe & Central Asia,Upper middle,FI,Europe & Central Asia,High,133062,13623,39929,113,1075,26,0.024186047,131987,87,0.000659156,36.69245656,0.000849228,0.008294796,0.026922788
NL-MX,NL,Europe & Central Asia,High,MX,Latin America & Caribbean,Upper middle,171619,36327,103040,113,1180,22,0.018644068,170439,91,0.000533915,34.91951946,0.000658435,0.003110634,0.011451863
IL-BE,IL,Middle East & North Africa,High,BE,Europe & Central Asia,High,66641,13730,34396,113,1408,29,0.020596591,65233,84,0.001287692,15.99496922,0.001695653,0.008230153,0.040934992
MT-UK,MT,Middle East & North Africa,High,UK,Europe & Central Asia,High,1321,208,726,113,459,43,0.093681917,862,70,0.081206497,1.153625895,0.085541257,0.543269231,0.632231405
JO-DE,JO,Middle East & North Africa,Upper middle,DE,Europe & Central Asia,High,6850,1529,3577,112,442,27,0.061085973,6408,85,0.013264669,4.605163694,0.016350365,0.073250491,0.123567235
NL-TH,NL,Europe & Central Asia,High,TH,East Asia & Pacific,Upper middle,171619,36327,103040,112,1086,24,0.022099448,170533,88,0.000516029,42.82596685,0.000652608,0.003083106,0.010539596
MY-FR,MY,East Asia & Pacific,Upper middle,FR,Europe & Central Asia,High,72118,10457,31442,112,1166,24,0.02058319,70952,88,0.001240275,16.59566506,0.00155301,0.010710529,0.037084155
FR-GA,FR,Europe & Central Asia,High,GA,Sub-Saharan Africa,Upper middle,376508,76371,193058,112,478,24,0.050209205,376030,88,0.000234024,214.5473564,0.00029747,0.001466525,0.00247594
LB-UK,LB,Middle East & North Africa,Upper middle,UK,Europe & Central Asia,High,8216,2260,4693,112,608,31,0.050986842,7608,81,0.010646688,4.788986355,0.013631938,0.049557522,0.129554656
DE-RS,DE,Europe & Central Asia,High,RS,Europe & Central Asia,Upper middle,617925,99584,325627,112,2295,29,0.012636166,615630,83,0.000134821,93.7253327,0.000181252,0.001124679,0.007047941
SA-CN,SA,Middle East & North Africa,High,CN,East Asia & Pacific,Upper middle,30776,5123,18245,112,1629,51,0.031307551,29147,61,0.00209284,14.95936358,0.003639199,0.02186219,0.089284736
KR-MY,KR,East Asia & Pacific,High,MY,East Asia & Pacific,Upper middle,308842,28777,104711,111,1326,22,0.016591252,307516,89,0.000289416,57.32669005,0.000359407,0.003857247,0.012663426
CO-AU,CO,Latin America & Caribbean,Upper middle,AU,East Asia & Pacific,High,31309,4311,14388,111,678,27,0.039823009,30631,84,0.00274232,14.52164981,0.003545306,0.025748086,0.047122602
AU-IQ,AU,East Asia & Pacific,High,IQ,Middle East & North Africa,Upper middle,223090,37804,111340,111,498,17,0.034136546,222592,94,0.000422297,80.83534137,0.000497557,0.002936197,0.004472786
ES-MZ,ES,Europe & Central Asia,High,MZ,Sub-Saharan Africa,Low,348691,47132,149667,111,371,22,0.059299191,348320,89,0.000255512,232.0797117,0.000318333,0.002355088,0.002478836
PL-CN,PL,Europe & Central Asia,High,CN,East Asia & Pacific,Upper middle,111589,12171,49777,111,2617,27,0.010317157,108972,84,0.00077084,13.38430045,0.000994722,0.009120039,0.052574482
LT-SE,LT,Europe & Central Asia,High,SE,Europe & Central Asia,High,11615,1264,5656,111,1085,42,0.038709677,10530,69,0.006552707,5.90743338,0.009556608,0.087816456,0.191831683
ES-SG,ES,Europe & Central Asia,High,SG,East Asia & Pacific,High,348691,47132,149667,110,1522,18,0.011826544,347169,92,0.000265001,44.62836371,0.000315466,0.002333871,0.010169242
HU-PL,HU,Europe & Central Asia,High,PL,Europe & Central Asia,High,30883,6175,18020,110,1714,21,0.012252042,29169,89,0.003051184,4.01550352,0.00356183,0.017813765,0.095116537
MY-AE,MY,East Asia & Pacific,Upper middle,AE,Middle East & North Africa,High,72118,10457,31442,110,850,17,0.02,71268,93,0.001304933,15.32645161,0.001525278,0.010519269,0.027033904
US-HT,US,North America,High,HT,Latin America & Caribbean,Lower middle,2615677,243148,926952,110,540,19,0.035185185,2615137,91,0.0000348,1011.143732,4.21E-05,0.000452399,0.000582554
CH-NZ,CH,Europe & Central Asia,High,NZ,East Asia & Pacific,High,111420,26940,72388,110,1135,21,0.018502203,110285,89,0.000807,22.92713953,0.000987255,0.004083148,0.015679394
EG-QA,EG,Middle East & North Africa,Lower middle,QA,Middle East & North Africa,High,68973,8576,26320,110,541,24,0.044362292,68432,86,0.001256722,35.3000043,0.001594827,0.012826493,0.020554711
BE-VN,BE,Europe & Central Asia,High,VN,East Asia & Pacific,Lower middle,83707,19098,54184,109,751,25,0.033288948,82956,84,0.001012585,32.875214,0.001302161,0.005707404,0.01386018
PE-ES,PE,Latin America & Caribbean,Upper middle,ES,Europe & Central Asia,High,9358,1375,4592,109,931,35,0.037593985,8427,74,0.008781298,4.281142044,0.011647788,0.079272727,0.202743902
SN-US,SN,Sub-Saharan Africa,Lower middle,US,North America,High,2672,692,1723,109,496,54,0.108870968,2176,55,0.025275735,4.307331378,0.040793413,0.157514451,0.287869994
IL-RU,IL,Middle East & North Africa,High,RU,Europe & Central Asia,Upper middle,66641,13730,34396,109,1367,35,0.025603511,65274,74,0.001133683,22.58437296,0.00163563,0.00793882,0.039742993
ES-NZ,ES,Europe & Central Asia,High,NZ,East Asia & Pacific,High,348691,47132,149667,109,1852,19,0.010259179,346839,90,0.000259486,39.53648308,0.000312598,0.002312654,0.012374137
PL-IE,PL,Europe & Central Asia,High,IE,Europe & Central Asia,High,111589,12171,49777,108,1529,32,0.020928712,110060,76,0.000690532,30.3080789,0.000967837,0.008873552,0.030716998
RS-FR,RS,Europe & Central Asia,Upper middle,FR,Europe & Central Asia,High,20972,2584,10907,108,1228,36,0.029315961,19744,72,0.003646677,8.039087948,0.005149723,0.041795666,0.112588246
BE-TR,BE,Europe & Central Asia,High,TR,Europe & Central Asia,Upper middle,83707,19098,54184,108,1456,22,0.01510989,82251,86,0.00104558,14.45120432,0.001290215,0.005655042,0.026871401
AU-JO,AU,East Asia & Pacific,High,JO,Middle East & North Africa,Upper middle,223090,37804,111340,108,335,10,0.029850746,222755,98,0.000439945,67.85105087,0.00048411,0.002856841,0.003008802
CM-DE,CM,Sub-Saharan Africa,Lower middle,DE,Europe & Central Asia,High,5448,1056,3920,108,792,48,0.060606061,4656,60,0.012886598,4.703030303,0.019823789,0.102272727,0.202040816
DK-PL,DK,Europe & Central Asia,High,PL,Europe & Central Asia,High,61926,12340,39342,107,1990,27,0.013567839,59936,80,0.001334757,10.16502513,0.001727869,0.008670989,0.050582075
GH-DE,GH,Sub-Saharan Africa,Lower middle,DE,Europe & Central Asia,High,6461,1391,4281,107,568,34,0.059859155,5893,73,0.012387578,4.832191781,0.016560904,0.076923077,0.132679281
ZA-CN,ZA,Sub-Saharan Africa,Upper middle,CN,East Asia & Pacific,Upper middle,46536,7541,23548,107,1435,32,0.022299652,45101,75,0.001662934,13.40982114,0.002299295,0.0141891,0.060939358
CL-IT,CL,Latin America & Caribbean,High,IT,Europe & Central Asia,High,35845,5227,18978,107,1631,41,0.025137952,34214,66,0.001929035,13.03136206,0.002985075,0.020470633,0.085941617
TR-SA,TR,Europe & Central Asia,Upper middle,SA,Middle East & North Africa,High,133062,13623,39929,107,1851,27,0.01458671,131211,80,0.000609705,23.92420989,0.000804136,0.007854364,0.046357284
US-GT,US,North America,High,GT,Latin America & Caribbean,Upper middle,2615677,243148,926952,107,968,29,0.029958678,2614709,78,0.0000298,1004.272105,4.09E-05,0.000440061,0.001044283
EG-ES,EG,Middle East & North Africa,Lower middle,ES,Europe & Central Asia,High,68973,8576,26320,107,1000,29,0.029,67973,78,0.001147514,25.27201282,0.001551332,0.012476679,0.037993921
HR-FR,HR,Europe & Central Asia,High,FR,Europe & Central Asia,High,16315,2224,8551,107,1205,27,0.022406639,15110,80,0.005294507,4.232053942,0.006558382,0.048111511,0.140919191
KE-NL,KE,Sub-Saharan Africa,Lower middle,NL,Europe & Central Asia,High,8636,2009,6525,107,886,49,0.05530474,7750,58,0.007483871,7.389857554,0.012389995,0.053260329,0.135785441
HU-DK,HU,Europe & Central Asia,High,DK,Europe & Central Asia,High,30883,6175,18020,106,1121,45,0.04014273,29762,61,0.002049593,19.58570363,0.003432309,0.017165992,0.062208657
KR-TH,KR,East Asia & Pacific,High,TH,East Asia & Pacific,Upper middle,308842,28777,104711,106,1626,28,0.017220172,307216,78,0.000253893,67.82451825,0.000343218,0.003683497,0.015528455
ZM-US,ZM,Sub-Saharan Africa,Lower middle,US,North America,High,1319,347,1081,106,621,74,0.119162641,698,32,0.045845272,2.599235105,0.080363912,0.305475504,0.574468085
CZ-DK,CZ,Europe & Central Asia,High,DK,Europe & Central Asia,High,49125,6870,27795,106,1615,30,0.018575851,47510,76,0.001599663,11.61235131,0.002157761,0.015429403,0.058103976
UK-LB,UK,Europe & Central Asia,High,LB,Middle East & North Africa,Upper middle,620073,107707,294247,106,902,19,0.021064302,619171,87,0.00014051,149.9126972,0.000170948,0.000984151,0.003065452
PK-JP,PK,South Asia,Lower middle,JP,East Asia & Pacific,High,38170,8271,21168,106,708,26,0.036723164,37462,80,0.002135497,17.19653955,0.00277705,0.012815863,0.033446712
UA-CA,UA,Europe & Central Asia,Lower middle,CA,North America,High,54686,4818,18824,106,534,16,0.029962547,54152,90,0.001661988,18.0281315,0.001938339,0.02200083,0.028368041
BE-IN,BE,Europe & Central Asia,High,IN,South Asia,Lower middle,83707,19098,54184,106,1287,18,0.013986014,82420,88,0.001067702,13.09917355,0.001266322,0.005550319,0.023752399
BR-CZ,BR,Latin America & Caribbean,Upper middle,CZ,Europe & Central Asia,High,406687,33809,138687,106,1666,27,0.016206483,405021,79,0.000195052,83.08817451,0.000260643,0.00313526,0.012012662
ES-CU,ES,Europe & Central Asia,High,CU,Latin America & Caribbean,Upper middle,348691,47132,149667,105,1586,24,0.015132409,347105,81,0.000233359,64.84610714,0.000301126,0.002227786,0.010596858
IN-CL,IN,South Asia,Lower middle,CL,Latin America & Caribbean,High,437424,50061,117155,105,1099,17,0.015468608,436325,88,0.000201685,76.69704897,0.000240042,0.002097441,0.009380735
TH-SG,TH,East Asia & Pacific,Upper middle,SG,East Asia & Pacific,High,41622,6795,20329,105,895,19,0.02122905,40727,86,0.002111621,10.0534364,0.002522704,0.015452539,0.044025776
QA-UK,QA,Middle East & North Africa,High,UK,Europe & Central Asia,High,4342,810,2719,105,801,53,0.066167291,3541,52,0.014685117,4.50573802,0.024182404,0.12962963,0.294593601
IL-IN,IL,Middle East & North Africa,High,IN,South Asia,Lower middle,66641,13730,34396,105,929,17,0.018299247,65712,88,0.001339177,13.66454643,0.001575607,0.007647487,0.027008955
SA-DE,SA,Middle East & North Africa,High,DE,Europe & Central Asia,High,30776,5123,18245,105,1395,39,0.027956989,29381,66,0.00224635,12.44551971,0.003411749,0.020495803,0.076459304
HR-SI,HR,Europe & Central Asia,High,SI,Europe & Central Asia,High,16315,2224,8551,105,2043,40,0.01957905,14272,65,0.004554372,4.298957039,0.006435795,0.04721223,0.238919425
CN-SD,CN,East Asia & Pacific,Upper middle,SD,Sub-Saharan Africa,Low,2019527,123439,635973,105,1010,13,0.012871287,2018517,92,0.0000456,282.4012161,5.20E-05,0.000850623,0.001588118
US-MA,US,North America,High,MA,Middle East & North Africa,Lower middle,2615677,243148,926952,105,1087,6,0.005519779,2614590,99,0.0000379,145.7773689,4.01E-05,0.000431836,0.001172661
VE-EC,VE,Latin America & Caribbean,Upper middle,EC,Latin America & Caribbean,Upper middle,6602,1679,3526,104,340,23,0.067647059,6262,81,0.012935164,5.229702251,0.015752802,0.061941632,0.096426546
MX-BE,MX,Latin America & Caribbean,Upper middle,BE,Europe & Central Asia,High,82026,10119,37635,104,1040,34,0.032692308,80986,70,0.000864347,37.82313187,0.001267891,0.010277695,0.027633851
CA-TN,CA,North America,High,TN,Middle East & North Africa,Lower middle,331986,58798,157507,104,519,12,0.023121387,331467,92,0.000277554,83.30409651,0.000313266,0.001768768,0.003295092
AM-US,AM,Europe & Central Asia,Upper middle,US,North America,High,3442,537,1692,104,702,51,0.072649573,2740,53,0.019343066,3.755845831,0.030214991,0.193668529,0.414893617
CN-BD,CN,East Asia & Pacific,Upper middle,BD,South Asia,Lower middle,2019527,123439,635973,104,1550,29,0.018709677,2017977,75,0.0000372,503.4093161,5.15E-05,0.000842521,0.00243721
CO-AR,CO,Latin America & Caribbean,Upper middle,AR,Latin America & Caribbean,Upper middle,31309,4311,14388,104,1229,32,0.026037429,30080,72,0.002393617,10.87785914,0.003321729,0.024124333,0.085418404
GH-CN,GH,Sub-Saharan Africa,Lower middle,CN,East Asia & Pacific,Upper middle,6461,1391,4281,104,484,20,0.041322314,5977,84,0.014053873,2.940279418,0.016096579,0.074766355,0.113057697
CA-AR,CA,North America,High,AR,Latin America & Caribbean,Upper middle,331986,58798,157507,104,1557,18,0.011560694,330429,86,0.000260268,44.41847022,0.000313266,0.001768768,0.009885275
BE-HU,BE,Europe & Central Asia,High,HU,Europe & Central Asia,High,83707,19098,54184,104,1664,32,0.019230769,82043,72,0.000877589,21.91319444,0.001242429,0.005445596,0.030710173
IN-QA,IN,South Asia,Lower middle,QA,Middle East & North Africa,High,437424,50061,117155,104,778,9,0.011568123,436646,95,0.000217568,53.17026113,0.000237756,0.002077465,0.006640775
IR-IE,IR,Middle East & North Africa,Lower middle,IE,Europe & Central Asia,High,155232,20341,59089,103,601,11,0.018302829,154631,92,0.000594965,30.76287709,0.000663523,0.005063665,0.010171098
CL-NL,CL,Latin America & Caribbean,High,NL,Europe & Central Asia,High,35845,5227,18978,103,1039,20,0.019249278,34806,83,0.002384646,8.072173197,0.002873483,0.019705376,0.054747602
TW-NL,TW,East Asia & Pacific,High,NL,Europe & Central Asia,High,162345,12502,49839,103,1032,18,0.01744186,161313,85,0.000526926,33.10116279,0.000634451,0.008238682,0.020706675
IL-SE,IL,Middle East & North Africa,High,SE,Europe & Central Asia,High,66641,13730,34396,103,1495,29,0.019397993,65146,74,0.00113591,17.07704962,0.001545595,0.007501821,0.043464356
GR-NO,GR,Europe & Central Asia,High,NO,Europe & Central Asia,High,63976,12402,31436,103,1301,29,0.022290546,62675,74,0.001180694,18.87918857,0.001609979,0.008305112,0.041385672
US-EE,US,North America,High,EE,Europe & Central Asia,High,2615677,243148,926952,103,2999,30,0.010003334,2612678,73,0.0000279,358.020436,3.94E-05,0.00042361,0.003235335
AR-BE,AR,Latin America & Caribbean,Upper middle,BE,Europe & Central Asia,High,46807,7366,24052,102,1045,28,0.026794258,45762,74,0.001617062,16.56971421,0.002179161,0.013847407,0.04344753
PL-PT,PL,Europe & Central Asia,High,PT,Europe & Central Asia,High,111589,12171,49777,102,2436,31,0.01272578,109153,71,0.000650463,19.56418395,0.000914069,0.008380577,0.048938265
TH-VN,TH,East Asia & Pacific,Upper middle,VN,East Asia & Pacific,Lower middle,41622,6795,20329,102,831,23,0.027677497,40791,79,0.001936702,14.29104785,0.002450627,0.015011038,0.040877564
LU-FR,LU,Europe & Central Asia,High,FR,Europe & Central Asia,High,2252,551,1706,102,656,46,0.070121951,1596,56,0.035087719,1.99847561,0.045293073,0.185117967,0.384525205
DE-EE,DE,Europe & Central Asia,High,EE,Europe & Central Asia,High,617925,99584,325627,102,2345,33,0.014072495,615580,69,0.000112089,125.5470474,0.000165069,0.001024261,0.007201491
CN-NP,CN,East Asia & Pacific,Upper middle,NP,South Asia,Lower middle,2019527,123439,635973,102,920,23,0.025,2018607,79,0.0000391,638.7996835,5.05E-05,0.000826319,0.001446602
BD-SE,BD,South Asia,Lower middle,SE,Europe & Central Asia,High,24103,5521,9569,101,469,33,0.070362473,23634,68,0.002877211,24.45509846,0.00419035,0.018293787,0.049012436
NL-VN,NL,Europe & Central Asia,High,VN,East Asia & Pacific,Lower middle,171619,36327,103040,101,560,13,0.023214286,171059,88,0.000514442,45.12514205,0.000588513,0.002780301,0.005434783
US-PS,US,North America,High,PS,Middle East & North Africa,Lower middle,2615677,243148,926952,101,476,7,0.014705882,2615201,94,0.0000359,409.136577,3.86E-05,0.000415385,0.000513511
