mobility_pair,origin,region_origin,income_origin,destination,region_destination,income_destination,r_origin,r_mobi_origin,r_coll_origin,r_mobi,r_coll,r_coll_mobi,MRot_c,r_no_coll,r_no_coll_mobi,MRot_nc,CMR_ot,MRot_all,prop_mobi,prop_coll
SE-EE,SE,Europe & Central Asia,High,EE,Europe & Central Asia,High,102575,21422,63065,142,1645,56,0.034042553,100930,86,0.000852076,39.95249876,0.001384353,0.006628699,0.026084199
MX-CL,MX,Latin America & Caribbean,Upper middle,CL,Latin America & Caribbean,High,82026,10119,37635,142,2019,31,0.015354136,80007,111,0.001387379,11.06701203,0.001731158,0.014033007,0.053646871
FR-MQ,FR,Europe & Central Asia,High,MQ,#N/A,#N/A,376508,76371,193058,142,1048,30,0.028625954,375460,112,0.000298301,95.96339967,0.00037715,0.001859345,0.00542842
UA-SE,UA,Europe & Central Asia,Lower middle,SE,Europe & Central Asia,High,54686,4818,18824,142,919,47,0.051142546,53767,95,0.001766883,28.94506615,0.002596643,0.02947281,0.048820654
RS-IT,RS,Europe & Central Asia,Upper middle,IT,Europe & Central Asia,High,20972,2584,10907,141,2156,59,0.027365492,18816,82,0.004357993,6.279379157,0.00672325,0.054566563,0.19767122
EG-AE,EG,Middle East & North Africa,Lower middle,AE,Middle East & North Africa,High,68973,8576,26320,141,926,18,0.019438445,68047,123,0.001807574,10.75388506,0.002044278,0.016441231,0.035182371
AT-PL,AT,Europe & Central Asia,High,PL,Europe & Central Asia,High,66139,14393,41426,141,2368,34,0.014358108,63771,107,0.001677879,8.557298245,0.002131874,0.009796429,0.057162169
SI-IT,SI,Europe & Central Asia,High,IT,Europe & Central Asia,High,12618,2002,7653,141,2115,73,0.034515366,10503,68,0.006474341,5.331101377,0.011174513,0.07042957,0.276362211
ET-AU,ET,Sub-Saharan Africa,Low,AU,East Asia & Pacific,High,8684,1519,4661,141,545,37,0.067889908,8139,104,0.012777983,5.313038109,0.016236757,0.092824226,0.116927698
US-BG,US,North America,High,BG,Europe & Central Asia,Upper middle,2615677,243148,926952,140,2349,23,0.009791401,2613328,117,0.0000448,218.7020627,5.35E-05,0.000575781,0.002534112
MY-KR,MY,East Asia & Pacific,Upper middle,KR,East Asia & Pacific,High,72118,10457,31442,140,1502,40,0.026631158,70616,100,0.00141611,18.80585885,0.001941263,0.013388161,0.047770498
EE-DE,EE,Europe & Central Asia,High,DE,Europe & Central Asia,High,7091,1351,4655,140,1488,58,0.038978495,5603,82,0.014635017,2.663372017,0.019743337,0.103626943,0.319656284
NO-ES,NO,Europe & Central Asia,High,ES,Europe & Central Asia,High,45792,6857,28470,140,3420,44,0.012865497,42372,96,0.002265647,5.678508772,0.003057303,0.020417092,0.120126449
CI-FR,CI,Sub-Saharan Africa,Lower middle,FR,Europe & Central Asia,High,2213,353,1311,140,814,69,0.084766585,1399,71,0.050750536,1.670259889,0.06326254,0.396600567,0.620900076
UK-UG,UK,Europe & Central Asia,High,UG,Sub-Saharan Africa,Low,620073,107707,294247,140,1780,53,0.029775281,618293,87,0.00014071,211.6074454,0.00022578,0.001299823,0.00604934
BY-US,BY,Europe & Central Asia,Upper middle,US,North America,High,8362,1046,4081,140,595,45,0.075630252,7767,95,0.012231235,6.18337019,0.016742406,0.133843212,0.145797599
DE-KE,DE,Europe & Central Asia,High,KE,Sub-Saharan Africa,Lower middle,617925,99584,325627,140,1271,38,0.029897718,616654,102,0.000165409,180.7504667,0.000226565,0.001405848,0.003903239
DE-CO,DE,Europe & Central Asia,High,CO,Latin America & Caribbean,Upper middle,617925,99584,325627,139,1690,31,0.018343195,616235,108,0.000175258,104.6640642,0.000224946,0.001395807,0.005189987
BR-UY,BR,Latin America & Caribbean,Upper middle,UY,Latin America & Caribbean,High,406687,33809,138687,139,2605,32,0.012284069,404082,107,0.000264798,46.39038513,0.000341786,0.004111331,0.018783303
FR-SY,FR,Europe & Central Asia,High,SY,Middle East & North Africa,Low,376508,76371,193058,139,363,6,0.016528926,376145,133,0.000353587,46.74641148,0.000369182,0.001820063,0.001880264
SE-SG,SE,Europe & Central Asia,High,SG,East Asia & Pacific,High,102575,21422,63065,139,1346,31,0.023031204,101229,108,0.001066888,21.58727505,0.001355106,0.006488657,0.021343059
DE-SI,DE,Europe & Central Asia,High,SI,Europe & Central Asia,High,617925,99584,325627,139,4068,29,0.00712881,613857,110,0.000179195,39.78245508,0.000224946,0.001395807,0.012492822
RU-KZ,RU,Europe & Central Asia,Upper middle,KZ,Europe & Central Asia,Upper middle,267511,19827,85747,138,2471,41,0.016592473,265040,97,0.000365982,45.3367934,0.000515867,0.006960206,0.028817335
BD-DE,BD,South Asia,Lower middle,DE,Europe & Central Asia,High,24103,5521,9569,138,548,28,0.051094891,23555,110,0.004669921,10.94127405,0.005725428,0.024995472,0.057268262
AR-MX,AR,Latin America & Caribbean,Upper middle,MX,Latin America & Caribbean,Upper middle,46807,7366,24052,137,2013,35,0.017386985,44794,102,0.002277091,7.63561361,0.002926913,0.018598968,0.083693664
MY-JO,MY,East Asia & Pacific,Upper middle,JO,Middle East & North Africa,Upper middle,72118,10457,31442,137,591,30,0.050761421,71527,107,0.001495939,33.93282414,0.001899664,0.013101272,0.018796514
TR-AT,TR,Europe & Central Asia,Upper middle,AT,Europe & Central Asia,High,133062,13623,39929,137,1436,31,0.021587744,131626,106,0.000805312,26.80668261,0.001029595,0.010056522,0.035963836
IE-CH,IE,Europe & Central Asia,High,CH,Europe & Central Asia,High,41190,8333,22561,137,1465,20,0.013651877,39725,117,0.002945249,4.635220676,0.00332605,0.016440658,0.064935065
CA-LB,CA,North America,High,LB,Middle East & North Africa,Upper middle,331986,58798,157507,137,736,30,0.04076087,331250,107,0.000323019,126.1872714,0.000412668,0.002330011,0.004672808
AU-AE,AU,East Asia & Pacific,High,AE,Middle East & North Africa,High,223090,37804,111340,137,751,16,0.021304927,222339,121,0.000544214,39.14806704,0.000614102,0.003623955,0.006745105
ES-HU,ES,Europe & Central Asia,High,HU,Europe & Central Asia,High,348691,47132,149667,136,3313,39,0.011771808,345378,97,0.000280852,41.9146754,0.00039003,0.002885513,0.022135808
AT-NO,AT,Europe & Central Asia,High,NO,Europe & Central Asia,High,66139,14393,41426,136,1832,30,0.016375546,64307,106,0.001648343,9.934549312,0.002056275,0.009449038,0.044223435
UK-GM,UK,Europe & Central Asia,High,GM,Sub-Saharan Africa,Low,620073,107707,294247,136,961,46,0.047866805,619112,90,0.000145369,329.2768181,0.000219329,0.001262685,0.003265964
RU-VN,RU,Europe & Central Asia,Upper middle,VN,East Asia & Pacific,Lower middle,267511,19827,85747,135,945,26,0.027513228,266566,109,0.000408904,67.28523858,0.000504652,0.006808897,0.011020794
CA-OM,CA,North America,High,OM,Middle East & North Africa,High,331986,58798,157507,135,290,12,0.04137931,331696,123,0.000370821,111.5882254,0.000406644,0.002295996,0.001841188
UK-VN,UK,Europe & Central Asia,High,VN,East Asia & Pacific,Lower middle,620073,107707,294247,135,1348,43,0.03189911,618725,92,0.000148693,214.5301816,0.000217716,0.0012534,0.004581185
KW-US,KW,Middle East & North Africa,High,US,North America,High,3821,561,1698,135,645,44,0.068217054,3176,91,0.028652393,2.380850158,0.035331065,0.240641711,0.379858657
SE-GR,SE,Europe & Central Asia,High,GR,Europe & Central Asia,High,102575,21422,63065,135,2007,47,0.023418037,100568,88,0.00087503,26.76255832,0.00131611,0.006301933,0.031824308
EG-IT,EG,Middle East & North Africa,Lower middle,IT,Europe & Central Asia,High,68973,8576,26320,134,1618,49,0.030284302,67355,85,0.00126197,23.99763688,0.001942789,0.015625,0.061474164
BE-GR,BE,Europe & Central Asia,High,GR,Europe & Central Asia,High,83707,19098,54184,134,2537,40,0.015766654,81170,94,0.001158063,13.61467305,0.001600822,0.007016442,0.04682194
PK-TR,PK,South Asia,Lower middle,TR,Europe & Central Asia,Upper middle,38170,8271,21168,134,1493,41,0.027461487,36677,93,0.002535649,10.83016082,0.00351061,0.016201185,0.07053099
FR-NC,FR,Europe & Central Asia,High,NC,East Asia & Pacific,High,376508,76371,193058,134,621,23,0.037037037,375887,111,0.000295302,125.4210878,0.000355902,0.001754593,0.00321665
US-KZ,US,North America,High,KZ,Europe & Central Asia,Upper middle,2615677,243148,926952,134,863,25,0.028968714,2614814,109,0.0000417,694.9339301,5.12E-05,0.000551105,0.000931008
CA-GR,CA,North America,High,GR,Europe & Central Asia,High,331986,58798,157507,134,1721,36,0.020918071,330265,98,0.000296731,70.49496614,0.000403631,0.002278989,0.010926499
GD-US,GD,Latin America & Caribbean,Upper middle,US,North America,High,435,151,378,134,341,108,0.316715543,94,26,0.276595745,1.1450485,0.308045977,0.887417219,0.902116402
BD-IN,BD,South Asia,Lower middle,IN,South Asia,Lower middle,24103,5521,9569,133,852,18,0.021126761,23251,115,0.004946024,4.271463564,0.005517985,0.024089839,0.089037517
PA-US,PA,Latin America & Caribbean,Upper middle,US,North America,High,899,276,701,133,474,68,0.143459916,425,65,0.152941176,0.938007141,0.147942158,0.481884058,0.67617689
BE-FI,BE,Europe & Central Asia,High,FI,Europe & Central Asia,High,83707,19098,54184,133,2967,42,0.014155713,80740,91,0.001127075,12.55969511,0.001588875,0.00696408,0.054757862
UK-MT,UK,Europe & Central Asia,High,MT,Middle East & North Africa,High,620073,107707,294247,132,973,22,0.022610483,619100,110,0.000177677,127.2559096,0.000212878,0.001225547,0.003306746
CL-CO,CL,Latin America & Caribbean,High,CO,Latin America & Caribbean,Upper middle,35845,5227,18978,132,1376,28,0.020348837,34469,104,0.003017204,6.744269902,0.003682522,0.025253491,0.072505006
US-GE,US,North America,High,GE,Europe & Central Asia,Upper middle,2615677,243148,926952,132,926,17,0.018358531,2614751,115,0.000044,417.417288,5.05E-05,0.000542879,0.000998973
RO-NL,RO,Europe & Central Asia,Upper middle,NL,Europe & Central Asia,High,34906,3842,14724,131,1171,43,0.036720751,33735,88,0.002608567,14.07698354,0.003752936,0.034096825,0.079530019
AE-UK,AE,Middle East & North Africa,High,UK,Europe & Central Asia,High,6683,1239,3738,131,827,32,0.038694075,5856,99,0.016905738,2.288813162,0.019601975,0.105730428,0.221241306
LT-UK,LT,Europe & Central Asia,High,UK,Europe & Central Asia,High,11615,1264,5656,131,1239,44,0.03551251,10376,87,0.008384734,4.235377065,0.011278519,0.103639241,0.219059406
IT-EG,IT,Europe & Central Asia,High,EG,Middle East & North Africa,Lower middle,315823,59697,171682,131,2713,32,0.011795061,313110,99,0.000316183,37.30456053,0.000414789,0.002194415,0.015802472
TH-KR,TH,East Asia & Pacific,Upper middle,KR,East Asia & Pacific,High,41622,6795,20329,130,1134,36,0.031746032,40488,94,0.002321676,13.67375887,0.003123348,0.019131714,0.05578238
IT-PK,IT,Europe & Central Asia,High,PK,South Asia,Lower middle,315823,59697,171682,130,1135,26,0.022907489,314688,104,0.000330486,69.31453744,0.000411623,0.002177664,0.00661106
AT-FI,AT,Europe & Central Asia,High,FI,Europe & Central Asia,High,66139,14393,41426,130,2051,39,0.019015115,64088,91,0.001419923,13.39165564,0.001965557,0.009032168,0.04950997
ES-TR,ES,Europe & Central Asia,High,TR,Europe & Central Asia,Upper middle,348691,47132,149667,130,3537,40,0.011309019,345154,90,0.000260753,43.37059027,0.000372823,0.002758211,0.023632464
CZ-AU,CZ,Europe & Central Asia,High,AU,East Asia & Pacific,High,49125,6870,27795,130,1751,48,0.027412907,47374,82,0.001730907,15.83730551,0.00264631,0.018922853,0.062996942
TR-DK,TR,Europe & Central Asia,Upper middle,DK,Europe & Central Asia,High,133062,13623,39929,130,1098,19,0.017304189,131964,111,0.000841138,20.57234283,0.000976988,0.009542685,0.02749881
PK-IT,PK,South Asia,Lower middle,IT,Europe & Central Asia,High,38170,8271,21168,129,1045,21,0.020095694,37125,108,0.002909091,6.907894737,0.003379618,0.015596663,0.049366969
CA-CZ,CA,North America,High,CZ,Europe & Central Asia,High,331986,58798,157507,129,1981,32,0.016153458,330005,97,0.000293935,54.95589544,0.000388571,0.002193952,0.012577219
ET-DE,ET,Sub-Saharan Africa,Low,DE,Europe & Central Asia,High,8684,1519,4661,129,693,46,0.066378066,7991,83,0.010386685,6.390688294,0.014854906,0.084924292,0.148680541
AR-AU,AR,Latin America & Caribbean,Upper middle,AU,East Asia & Pacific,High,46807,7366,24052,129,1482,34,0.02294197,45325,95,0.002095974,10.94573478,0.002755998,0.017512897,0.061616498
PT-CN,PT,Europe & Central Asia,High,CN,East Asia & Pacific,Upper middle,63722,9785,34955,129,1626,49,0.030135301,62096,80,0.001288328,23.39102091,0.002024419,0.013183444,0.04651695
NG-IN,NG,Sub-Saharan Africa,Lower middle,IN,South Asia,Lower middle,28934,3944,11566,129,894,38,0.042505593,28040,91,0.003245364,13.09732773,0.004458423,0.032707911,0.077295521
JO-AE,JO,Middle East & North Africa,Upper middle,AE,Middle East & North Africa,High,6850,1529,3577,129,423,15,0.035460993,6427,114,0.017737669,1.999191241,0.018832117,0.084368869,0.118255521
JP-NP,JP,East Asia & Pacific,High,NP,South Asia,Lower middle,931361,62618,201783,129,596,18,0.030201342,930765,111,0.000119257,253.2464176,0.000138507,0.002060111,0.002953668
NZ-SG,NZ,East Asia & Pacific,High,SG,East Asia & Pacific,High,36965,7991,19438,129,679,19,0.027982327,36286,110,0.003031472,9.230606507,0.003489788,0.016143161,0.034931577
TH-NL,TH,East Asia & Pacific,Upper middle,NL,Europe & Central Asia,High,41622,6795,20329,129,1063,39,0.036688617,40559,90,0.00221899,16.53392913,0.003099322,0.018984547,0.052289832
SG-TW,SG,East Asia & Pacific,High,TW,East Asia & Pacific,High,53681,10796,30058,128,1835,57,0.03106267,51846,71,0.00136944,22.68274936,0.002384456,0.011856243,0.061048639
AU-PH,AU,East Asia & Pacific,High,PH,East Asia & Pacific,Lower middle,223090,37804,111340,128,898,17,0.018930958,222192,111,0.000499568,37.89466081,0.000573759,0.003385885,0.008065385
SE-IE,SE,Europe & Central Asia,High,IE,Europe & Central Asia,High,102575,21422,63065,128,1929,23,0.011923276,100646,105,0.001043261,11.42885778,0.001247867,0.005975166,0.030587489
TN-US,TN,Middle East & North Africa,Lower middle,US,North America,High,24450,3541,12478,128,1158,41,0.035405872,23292,87,0.003735188,9.479006611,0.005235174,0.036147981,0.092803334
NZ-SE,NZ,East Asia & Pacific,High,SE,Europe & Central Asia,High,36965,7991,19438,127,1122,30,0.026737968,35843,97,0.002706247,9.880092618,0.003435682,0.015892879,0.057721988
RU-BR,RU,Europe & Central Asia,Upper middle,BR,Latin America & Caribbean,Upper middle,267511,19827,85747,127,1901,55,0.028932141,265610,72,0.000271074,106.7314717,0.000474747,0.006405407,0.022169872
BR-NZ,BR,Latin America & Caribbean,Upper middle,NZ,East Asia & Pacific,High,406687,33809,138687,127,1641,17,0.010359537,405046,110,0.000271574,38.14626336,0.000312279,0.003756396,0.0118324
CN-PL,CN,East Asia & Pacific,Upper middle,PL,Europe & Central Asia,High,2019527,123439,635973,127,4696,42,0.008943782,2014831,85,0.0000422,212.0024602,6.29E-05,0.001028848,0.007383961
US-LT,US,North America,High,LT,Europe & Central Asia,High,2615677,243148,926952,127,1931,25,0.01294666,2613746,102,0.000039,331.7576487,4.86E-05,0.000522316,0.002083172
IT-LU,IT,Europe & Central Asia,High,LU,Europe & Central Asia,High,315823,59697,171682,126,958,23,0.024008351,314865,103,0.000327124,73.39212964,0.000398958,0.002110659,0.005580084
FR-ID,FR,Europe & Central Asia,High,ID,East Asia & Pacific,Lower middle,376508,76371,193058,126,858,22,0.025641026,375650,104,0.000276853,92.61587771,0.000334654,0.001649841,0.00444426
ES-EG,ES,Europe & Central Asia,High,EG,Middle East & North Africa,Lower middle,348691,47132,149667,126,1569,28,0.017845762,347122,98,0.000282321,63.2107803,0.000361351,0.002673343,0.010483273
FR-BF,FR,Europe & Central Asia,High,BF,Sub-Saharan Africa,Low,376508,76371,193058,126,918,33,0.035947712,375590,93,0.00024761,145.1785087,0.000334654,0.001649841,0.004755048
SA-AE,SA,Middle East & North Africa,High,AE,Middle East & North Africa,High,30776,5123,18245,126,1067,21,0.01968135,29709,105,0.003534283,5.568697282,0.004094099,0.024594964,0.058481776
IE-BE,IE,Europe & Central Asia,High,BE,Europe & Central Asia,High,41190,8333,22561,126,1608,45,0.027985075,39582,81,0.002046385,13.67537313,0.003058995,0.015120605,0.071273436
SI-AT,SI,Europe & Central Asia,High,AT,Europe & Central Asia,High,12618,2002,7653,125,1455,61,0.041924399,11163,64,0.005733226,7.312532216,0.009906483,0.062437562,0.190121521
UK-IS,UK,Europe & Central Asia,High,IS,Europe & Central Asia,High,620073,107707,294247,125,2141,44,0.020551144,617932,81,0.000131082,156.7803669,0.000201589,0.001160556,0.0072762
PK-FR,PK,South Asia,Lower middle,FR,Europe & Central Asia,High,38170,8271,21168,125,909,20,0.0220022,37261,105,0.00281796,7.807847451,0.003274823,0.015113046,0.042942177
NG-CA,NG,Sub-Saharan Africa,Lower middle,CA,North America,High,28934,3944,11566,125,726,20,0.027548209,28208,105,0.003722348,7.400760855,0.004320177,0.031693712,0.062770188
UA-CZ,UA,Europe & Central Asia,Lower middle,CZ,Europe & Central Asia,High,54686,4818,18824,125,1093,40,0.036596523,53593,85,0.001586028,23.07432323,0.002285777,0.025944375,0.058064173
SE-CZ,SE,Europe & Central Asia,High,CZ,Europe & Central Asia,High,102575,21422,63065,125,2305,37,0.016052061,100270,88,0.00087763,18.29022875,0.001218621,0.005835123,0.036549592
JP-IE,JP,East Asia & Pacific,High,IE,Europe & Central Asia,High,931361,62618,201783,124,1430,21,0.014685315,929931,103,0.000110761,132.585722,0.000133138,0.001980261,0.007086821
ZA-NZ,ZA,Sub-Saharan Africa,Upper middle,NZ,East Asia & Pacific,High,46536,7541,23548,124,928,9,0.009698276,45608,115,0.002521487,3.846251874,0.002664604,0.016443443,0.039408867
MY-YE,MY,East Asia & Pacific,Upper middle,YE,Middle East & North Africa,Low,72118,10457,31442,124,718,19,0.026462396,71400,105,0.001470588,17.99442897,0.001719404,0.011858085,0.022835697
FR-GF,FR,Europe & Central Asia,High,GF,#N/A,#N/A,376508,76371,193058,124,446,14,0.031390135,376062,110,0.000292505,107.3148797,0.000329342,0.001623653,0.002310187
JP-MN,JP,East Asia & Pacific,High,MN,East Asia & Pacific,Lower middle,931361,62618,201783,124,839,27,0.032181168,930522,97,0.000104243,308.7142769,0.000133138,0.001980261,0.004157932
JP-MM,JP,East Asia & Pacific,High,MM,East Asia & Pacific,Lower middle,931361,62618,201783,124,661,19,0.028744327,930700,105,0.000112818,254.7842374,0.000133138,0.001980261,0.003275796
AR-CO,AR,Latin America & Caribbean,Upper middle,CO,Latin America & Caribbean,Upper middle,46807,7366,24052,123,1370,38,0.027737226,45437,85,0.001870722,14.82701589,0.002627812,0.016698344,0.05695992
CA-MA,CA,North America,High,MA,Middle East & North Africa,Lower middle,331986,58798,157507,123,458,17,0.037117904,331528,106,0.000319732,116.0907967,0.000370498,0.002091908,0.002907807
VE-FR,VE,Latin America & Caribbean,Upper middle,FR,Europe & Central Asia,High,6602,1679,3526,123,567,46,0.081128748,6035,77,0.012758906,6.358597311,0.018630718,0.073257892,0.160805445
HU-FI,HU,Europe & Central Asia,High,FI,Europe & Central Asia,High,30883,6175,18020,123,1304,56,0.042944785,29579,67,0.002265121,18.95916125,0.003982774,0.019919028,0.07236404
CH-IE,CH,Europe & Central Asia,High,IE,Europe & Central Asia,High,111420,26940,72388,123,1585,18,0.011356467,109835,105,0.000955979,11.87940514,0.001103931,0.004565702,0.021895894
IL-JP,IL,Middle East & North Africa,High,JP,East Asia & Pacific,High,66641,13730,34396,123,1860,20,0.010752688,64781,103,0.001589972,6.76281449,0.001845711,0.008958485,0.054076055
SK-FR,SK,Europe & Central Asia,High,FR,Europe & Central Asia,High,18007,2646,10342,123,1139,60,0.052677788,16868,63,0.003734883,14.10426857,0.006830677,0.046485261,0.110133436
SE-ZA,SE,Europe & Central Asia,High,ZA,Sub-Saharan Africa,Upper middle,102575,21422,63065,123,1700,43,0.025294118,100875,80,0.000793061,31.89430147,0.001199123,0.005741761,0.026956315
EE-UK,EE,Europe & Central Asia,High,UK,Europe & Central Asia,High,7091,1351,4655,122,1407,62,0.044065387,5684,60,0.010555947,4.174461028,0.017204908,0.090303479,0.302255639
CH-PT,CH,Europe & Central Asia,High,PT,Europe & Central Asia,High,111420,26940,72388,122,2182,31,0.014207149,109238,91,0.000833043,17.05451194,0.001094956,0.004528582,0.030143118
CY-GR,CY,Europe & Central Asia,High,GR,Europe & Central Asia,High,3584,708,2239,122,881,60,0.068104427,2703,62,0.022937477,2.969133316,0.034040179,0.172316384,0.393479232
SG-NZ,SG,East Asia & Pacific,High,NZ,East Asia & Pacific,High,53681,10796,30058,122,1033,31,0.030009681,52648,91,0.001728461,17.36208419,0.002272685,0.011300482,0.034366891
KR-RU,KR,East Asia & Pacific,High,RU,Europe & Central Asia,Upper middle,308842,28777,104711,122,2397,55,0.022945348,306445,67,0.000218636,104.9475713,0.000395024,0.004239497,0.022891578
BE-RU,BE,Europe & Central Asia,High,RU,Europe & Central Asia,Upper middle,83707,19098,54184,121,2181,36,0.01650619,81526,85,0.001042612,15.83157213,0.001445518,0.006335742,0.040251735
SE-BR,SE,Europe & Central Asia,High,BR,Latin America & Caribbean,Upper middle,102575,21422,63065,121,1774,48,0.027057497,100801,73,0.000724199,37.3619558,0.001179625,0.005648399,0.028129707
ES-MA,ES,Europe & Central Asia,High,MA,Middle East & North Africa,Lower middle,348691,47132,149667,121,1727,26,0.015055009,346964,95,0.000273804,54.98469509,0.000347012,0.002567258,0.01153895
PT-AT,PT,Europe & Central Asia,High,AT,Europe & Central Asia,High,63722,9785,34955,120,1839,36,0.019575856,61883,84,0.0013574,14.42158005,0.00188318,0.012263669,0.052610499
ZA-IN,ZA,Sub-Saharan Africa,Upper middle,IN,South Asia,Lower middle,46536,7541,23548,120,1766,44,0.024915062,44770,76,0.001697565,14.67693867,0.002578649,0.015913009,0.074995753
JP-CZ,JP,East Asia & Pacific,High,CZ,Europe & Central Asia,High,931361,62618,201783,120,3032,30,0.009894459,928329,90,0.0000969,102.0590369,0.000128844,0.001916382,0.015026043
SE-PK,SE,Europe & Central Asia,High,PK,South Asia,Lower middle,102575,21422,63065,120,535,25,0.046728972,102040,95,0.000931007,50.19183473,0.001169876,0.005601718,0.008483311
IR-NZ,IR,Middle East & North Africa,Lower middle,NZ,East Asia & Pacific,High,155232,20341,59089,119,987,9,0.009118541,154245,110,0.000713151,12.78626692,0.000766595,0.005850253,0.016703617
RO-CA,RO,Europe & Central Asia,Upper middle,CA,North America,High,34906,3842,14724,119,825,30,0.036363636,34081,89,0.002611426,13.92482125,0.003409156,0.030973451,0.05603097
MA-US,MA,Middle East & North Africa,Lower middle,US,North America,High,19871,1703,8058,119,1175,30,0.025531915,18696,89,0.004760377,5.36342338,0.005988627,0.069876688,0.145817821
HR-CH,HR,Europe & Central Asia,High,CH,Europe & Central Asia,High,16315,2224,8551,119,846,25,0.029550827,15469,94,0.006076669,4.862997334,0.007293901,0.053507194,0.098935797
IT-IR,IT,Europe & Central Asia,High,IR,Middle East & North Africa,Lower middle,315823,59697,171682,119,3265,39,0.01194487,312558,80,0.000255952,46.66830781,0.000376793,0.0019934,0.019017719
RU-MX,RU,Europe & Central Asia,Upper middle,MX,Latin America & Caribbean,Upper middle,267511,19827,85747,119,1543,34,0.022034997,265968,85,0.000319587,68.94828257,0.000444842,0.006001917,0.017994799
FR-AE,FR,Europe & Central Asia,High,AE,Middle East & North Africa,High,376508,76371,193058,119,729,10,0.013717421,375779,109,0.000290064,47.2909981,0.000316062,0.001558183,0.003776067
CA-CO,CA,North America,High,CO,Latin America & Caribbean,Upper middle,331986,58798,157507,119,1051,28,0.026641294,330935,91,0.000274978,96.88501793,0.000358449,0.002023878,0.006672719
CH-HU,CH,Europe & Central Asia,High,HU,Europe & Central Asia,High,111420,26940,72388,119,1689,33,0.019538188,109731,86,0.000783735,24.9295923,0.001068031,0.004417223,0.023332597
VE-CO,VE,Latin America & Caribbean,Upper middle,CO,Latin America & Caribbean,Upper middle,6602,1679,3526,118,484,32,0.066115702,6118,86,0.014056881,4.703440323,0.017873372,0.070279929,0.137266024
PL-FI,PL,Europe & Central Asia,High,FI,Europe & Central Asia,High,111589,12171,49777,118,2761,46,0.01666063,108828,72,0.000661594,25.18254256,0.001057452,0.009695177,0.055467385
US-NI,US,North America,High,NI,Latin America & Caribbean,Lower middle,2615677,243148,926952,118,479,4,0.008350731,2615198,114,0.0000436,191.5685456,4.51E-05,0.000485301,0.000516747
NL-HU,NL,Europe & Central Asia,High,HU,Europe & Central Asia,High,171619,36327,103040,118,2527,28,0.011080332,169092,90,0.000532255,20.81772853,0.00068757,0.003248273,0.024524457
BE-IL,BE,Europe & Central Asia,High,IL,Middle East & North Africa,High,83707,19098,54184,118,1738,35,0.02013809,81969,83,0.001012578,19.88794072,0.001409679,0.006178657,0.03207589
UA-JP,UA,Europe & Central Asia,Lower middle,JP,East Asia & Pacific,High,54686,4818,18824,118,974,58,0.059548255,53712,60,0.001117069,53.30759754,0.002157773,0.02449149,0.051742456
AR-NL,AR,Latin America & Caribbean,Upper middle,NL,Europe & Central Asia,High,46807,7366,24052,118,1074,35,0.032588454,45733,83,0.001814882,17.95623836,0.00252099,0.016019549,0.044653251
GM-UK,GM,Sub-Saharan Africa,Low,UK,Europe & Central Asia,High,566,255,516,118,427,98,0.229508197,139,20,0.143884892,1.595081967,0.208480565,0.462745098,0.82751938
MX-AR,MX,Latin America & Caribbean,Upper middle,AR,Latin America & Caribbean,Upper middle,82026,10119,37635,118,2120,27,0.012735849,79906,91,0.001138838,11.18319511,0.001438568,0.011661231,0.056330543
AU-CL,AU,East Asia & Pacific,High,CL,Latin America & Caribbean,High,223090,37804,111340,118,1746,28,0.016036655,221344,90,0.000406607,39.44019346,0.000528935,0.003121363,0.015681696
CN-GH,CN,East Asia & Pacific,Upper middle,GH,Sub-Saharan Africa,Lower middle,2019527,123439,635973,118,1439,36,0.025017373,2018088,82,0.0000406,615.6983,5.84E-05,0.000955938,0.002262675
KE-DE,KE,Sub-Saharan Africa,Lower middle,DE,Europe & Central Asia,High,8636,2009,6525,117,948,45,0.047468354,7688,72,0.009365245,5.068565401,0.013547939,0.058237929,0.145287356
PT-FI,PT,Europe & Central Asia,High,FI,Europe & Central Asia,High,63722,9785,34955,117,1767,32,0.018109791,61955,85,0.001371964,13.19990679,0.001836101,0.011957077,0.050550708
SG-SE,SG,East Asia & Pacific,High,SE,Europe & Central Asia,High,53681,10796,30058,117,1264,29,0.022943038,52417,88,0.001678845,13.66596843,0.002179542,0.010837347,0.042052033
UY-ES,UY,Latin America & Caribbean,High,ES,Europe & Central Asia,High,4484,812,3032,117,883,57,0.064552661,3601,60,0.016662038,3.874235561,0.026092774,0.14408867,0.291226913
HR-AT,HR,Europe & Central Asia,High,AT,Europe & Central Asia,High,16315,2224,8551,117,1287,36,0.027972028,15028,81,0.005389939,5.189674523,0.007171315,0.052607914,0.150508712
BF-FR,BF,Sub-Saharan Africa,Low,FR,Europe & Central Asia,High,1578,398,1304,117,648,81,0.125,930,36,0.038709677,3.229166667,0.074144487,0.293969849,0.496932515
NO-BE,NO,Europe & Central Asia,High,BE,Europe & Central Asia,High,45792,6857,28470,117,2413,41,0.016991297,43379,76,0.001752,9.698229982,0.002555031,0.017062855,0.084755883
SA-MY,SA,Middle East & North Africa,High,MY,East Asia & Pacific,Upper middle,30776,5123,18245,117,1235,37,0.029959514,29541,80,0.002708101,11.0629251,0.003801664,0.022838181,0.067689778
MW-US,MW,Sub-Saharan Africa,Low,US,North America,High,1607,494,1351,117,757,78,0.103038309,850,39,0.045882353,2.245706737,0.072806472,0.236842105,0.560325685
